Rank,Author,Channel_URL,Gameweeks_Played,Total_Matches_Predicted,Total_Exact_Scores (3pts),Total_Outcome_Scores (1pt),Total_Season_Points
762,@freddoorofficial,http://www.youtube.com/@freddoorofficial,2,16,0,3,3
763,@Jayisred23,http://www.youtube.com/@Jayisred23,1,10,0,3,3
764,@teetow2153,http://www.youtube.com/@teetow2153,1,10,0,3,3
765,@raki199912,http://www.youtube.com/@raki199912,1,10,0,3,3
766,@noah0051,http://www.youtube.com/@noah0051,1,10,0,3,3
767,@Thelonesoldier360,http://www.youtube.com/@Thelonesoldier360,1,10,0,3,3
768,@cedrickerkmeester9367,http://www.youtube.com/@cedrickerkmeester9367,1,8,0,3,3
769,@shayneforrest2312,http://www.youtube.com/@shayneforrest2312,1,10,0,3,3
770,@skopljakjasmin,http://www.youtube.com/@skopljakjasmin,1,10,0,3,3
771,@dansims3857,http://www.youtube.com/@dansims3857,1,10,0,3,3
772,@maximec4942,http://www.youtube.com/@maximec4942,1,10,0,3,3
773,@Kuz-,http://www.youtube.com/@Kuz-,1,10,0,3,3
774,@zeeintegral,http://www.youtube.com/@zeeintegral,1,10,0,3,3
775,@josephshuford6193,http://www.youtube.com/@josephshuford6193,1,10,0,3,3
776,@clinton14_06,http://www.youtube.com/@clinton14_06,1,10,0,3,3
777,@ArmaanIshaq-e1v,http://www.youtube.com/@ArmaanIshaq-e1v,1,10,0,3,3
778,@alacaviationrailfan,http://www.youtube.com/@alacaviationrailfan,1,10,0,3,3
779,@rupamaditya0,http://www.youtube.com/@rupamaditya0,1,10,0,3,3
780,@elijahjoseph4840,http://www.youtube.com/@elijahjoseph4840,1,10,0,3,3
781,@Tim_D93,http://www.youtube.com/@Tim_D93,1,10,0,3,3
782,@Bbbraelyn,http://www.youtube.com/@Bbbraelyn,1,10,0,3,3
783,@ManchesterUnited20fc,http://www.youtube.com/@ManchesterUnited20fc,1,10,0,3,3
784,@Zjqb,http://www.youtube.com/@Zjqb,1,10,0,3,3
785,@O_z_a_e,http://www.youtube.com/@O_z_a_e,1,10,0,3,3
786,@leobarnes4593,http://www.youtube.com/@leobarnes4593,1,10,0,3,3
787,@memoelrey13,http://www.youtube.com/@memoelrey13,1,10,0,3,3
788,@nonstoptown6461,http://www.youtube.com/@nonstoptown6461,1,10,0,3,3
789,@zagreusfromhades,http://www.youtube.com/@zagreusfromhades,1,9,0,2,2
790,@allegrifan,http://www.youtube.com/@allegrifan,1,9,0,2,2
791,@Unclekase,http://www.youtube.com/@Unclekase,1,9,0,2,2
792,@CharlieStocks-w2q,http://www.youtube.com/@CharlieStocks-w2q,1,10,0,2,2
793,@aaronjames1235,http://www.youtube.com/@aaronjames1235,1,9,0,2,2
794,@kashyapgohil9873,http://www.youtube.com/@kashyapgohil9873,1,10,0,2,2
795,@SemPlaysYT,http://www.youtube.com/@SemPlaysYT,1,10,0,2,2
796,@IanMatson-k2t4o,http://www.youtube.com/@IanMatson-k2t4o,1,10,0,2,2
797,@S_-if9dv,http://www.youtube.com/@S_-if9dv,1,10,0,2,2
798,@AngelosTheodorakakis,http://www.youtube.com/@AngelosTheodorakakis,1,6,0,2,2
799,@FlappyPutin,http://www.youtube.com/@FlappyPutin,1,10,0,2,2
800,@harryprice-v7d,http://www.youtube.com/@harryprice-v7d,1,9,0,2,2
801,@hmm5176,http://www.youtube.com/@hmm5176,1,9,0,2,2
802,@juanwatermelon25,http://www.youtube.com/@juanwatermelon25,1,10,0,2,2
803,@HangZhoulo,http://www.youtube.com/@HangZhoulo,1,10,0,2,2
804,@heywho1139,http://www.youtube.com/@heywho1139,1,9,0,2,2
805,@raheemweir9931,http://www.youtube.com/@raheemweir9931,1,10,0,2,2
806,@Biggestboyyyy,http://www.youtube.com/@Biggestboyyyy,1,10,0,2,2
807,@nep2222,http://www.youtube.com/@nep2222,1,9,0,2,2
808,@Gnadeeer,http://www.youtube.com/@Gnadeeer,1,10,0,2,2
809,@jeremyfraser138,http://www.youtube.com/@jeremyfraser138,1,10,0,2,2
810,@A.Sharif.02,http://www.youtube.com/@A.Sharif.02,1,10,0,2,2
811,@GMDPika,http://www.youtube.com/@GMDPika,1,10,0,2,2
812,@KaidenAndu,http://www.youtube.com/@KaidenAndu,1,10,0,2,2
813,@ZeroComments7,http://www.youtube.com/@ZeroComments7,1,9,0,2,2
814,@raineroooo4553,http://www.youtube.com/@raineroooo4553,1,9,0,2,2
815,@toko429,http://www.youtube.com/@toko429,1,10,0,2,2
816,@charlienotcharles4137,http://www.youtube.com/@charlienotcharles4137,1,10,0,2,2
817,@Omer-v1y9x,http://www.youtube.com/@Omer-v1y9x,1,10,0,2,2
818,@Ðïčķmäştẽř69,http://www.youtube.com/@%C3%90%C3%AF%C4%8D%C4%B7m%C3%A4%C5%9Ft%E1%BA%BD%C5%9969,1,10,0,2,2
819,@BYH-19,http://www.youtube.com/@BYH-19,1,10,0,2,2
820,@Shippers07,http://www.youtube.com/@Shippers07,1,10,0,2,2
821,@OshmanMB,http://www.youtube.com/@OshmanMB,1,1,0,1,1
822,@Carter-Ragle,http://www.youtube.com/@Carter-Ragle,1,10,0,1,1
823,@blackwhitearmy8525,http://www.youtube.com/@blackwhitearmy8525,1,10,0,1,1
824,@Schumi_F1,http://www.youtube.com/@Schumi_F1,1,9,0,1,1
825,@TechbroGT,http://www.youtube.com/@TechbroGT,1,9,0,1,1
826,@fsNUFC,http://www.youtube.com/@fsNUFC,1,1,0,1,1
827,@DomenicItaliano-f5q,http://www.youtube.com/@DomenicItaliano-f5q,1,1,0,1,1
828,@thomaslumsden1429,http://www.youtube.com/@thomaslumsden1429,1,9,0,1,1
829,@cian1706,http://www.youtube.com/@cian1706,1,9,0,1,1
830,@elliotking4807,http://www.youtube.com/@elliotking4807,1,3,0,1,1
831,@gonna-getcha-twice,http://www.youtube.com/@gonna-getcha-twice,1,10,0,1,1
832,@luka-t4p2p,http://www.youtube.com/@luka-t4p2p,1,10,0,1,1
833,@charlesthuo2615,http://www.youtube.com/@charlesthuo2615,1,10,0,1,1
834,@Omega45,http://www.youtube.com/@Omega45,1,10,0,1,1
835,@m4cle4n30,http://www.youtube.com/@m4cle4n30,1,9,0,1,1
836,@marksims68,http://www.youtube.com/@marksims68,1,1,0,0,0
837,@philemmondokoth,http://www.youtube.com/@philemmondokoth,1,1,0,0,0
838,@m.b.9752,http://www.youtube.com/@m.b.9752,1,1,0,0,0
839,@HamzV5,http://www.youtube.com/@HamzV5,1,1,0,0,0
840,@MatthewOwen-ix9hg,http://www.youtube.com/@MatthewOwen-ix9hg,1,1,0,0,0
841,@adamholder4959,http://www.youtube.com/@adamholder4959,1,2,0,0,0
842,@crankyderrick7873,http://www.youtube.com/@crankyderrick7873,1,1,0,0,0
843,@connor4435,http://www.youtube.com/@connor4435,1,1,0,0,0
844,@AngelofDetermination,http://www.youtube.com/@AngelofDetermination,2,6,0,0,0
845,@Official_CS,http://www.youtube.com/@Official_CS,1,1,0,0,0
846,@ErosFabbriGk2026,http://www.youtube.com/@ErosFabbriGk2026,1,10,0,0,0
847,@djsmeguk,http://www.youtube.com/@djsmeguk,1,1,0,0,0
