Rank,Author,Channel_URL,Gameweeks_Played,Total_Matches_Predicted,Total_Exact_Scores (3pts),Total_Outcome_Scores (1pt),Total_Season_Points
423,@krimson2077,http://www.youtube.com/@krimson2077,2,19,1,6,9
424,@normandecleer4424,http://www.youtube.com/@normandecleer4424,2,20,1,6,9
425,@TrashBoat2604,http://www.youtube.com/@TrashBoat2604,2,20,1,6,9
426,@jiken220,http://www.youtube.com/@jiken220,2,20,1,6,9
427,@TawananyashaMufandaedza-c3k,http://www.youtube.com/@TawananyashaMufandaedza-c3k,2,20,1,6,9
428,@FPL-JOSH,http://www.youtube.com/@FPL-JOSH,2,19,1,6,9
429,@evelynmungau9319,http://www.youtube.com/@evelynmungau9319,2,20,1,6,9
430,@LibanAbdi-n5l,http://www.youtube.com/@LibanAbdi-n5l,3,29,0,9,9
431,@anmolagarwal08,http://www.youtube.com/@anmolagarwal08,3,29,0,9,9
432,@zacharyhawes6938,http://www.youtube.com/@zacharyhawes6938,2,20,0,9,9
433,@reverseflashplays8615,http://www.youtube.com/@reverseflashplays8615,3,28,0,9,9
434,@jcawa-23,http://www.youtube.com/@jcawa-23,2,20,0,9,9
435,@lennyleslie2012,http://www.youtube.com/@lennyleslie2012,2,20,0,9,9
436,@Mr_Scrisu,http://www.youtube.com/@Mr_Scrisu,2,20,0,9,9
437,@lorenzomosca5655,http://www.youtube.com/@lorenzomosca5655,2,20,0,9,9
438,@williampetrie4259,http://www.youtube.com/@williampetrie4259,1,10,2,2,8
439,@Its.Abzzzz,http://www.youtube.com/@Its.Abzzzz,1,10,2,2,8
440,@emmahenleydavies01,http://www.youtube.com/@emmahenleydavies01,1,10,2,2,8
441,@romeroperez3682,http://www.youtube.com/@romeroperez3682,1,10,2,2,8
442,@electro6767,http://www.youtube.com/@electro6767,2,19,2,2,8
443,@OliverJones-o1d,http://www.youtube.com/@OliverJones-o1d,1,10,2,2,8
444,@tmoney7280,http://www.youtube.com/@tmoney7280,1,10,2,2,8
445,@shanematthews-ng6oe,http://www.youtube.com/@shanematthews-ng6oe,1,10,2,2,8
446,@Thommey27749,http://www.youtube.com/@Thommey27749,1,10,2,2,8
447,@thomasrichardson6432,http://www.youtube.com/@thomasrichardson6432,1,10,2,2,8
448,@CraigyBMusic,http://www.youtube.com/@CraigyBMusic,1,10,2,2,8
449,@williammurray-i6f,http://www.youtube.com/@williammurray-i6f,1,10,2,2,8
450,@yourprogamer877,http://www.youtube.com/@yourprogamer877,1,10,2,2,8
451,@Ccfc02,http://www.youtube.com/@Ccfc02,1,10,2,2,8
452,@lukeparki84,http://www.youtube.com/@lukeparki84,1,10,1,5,8
453,@brycedunlap298,http://www.youtube.com/@brycedunlap298,1,10,1,5,8
454,@sirspoken9693,http://www.youtube.com/@sirspoken9693,2,19,1,5,8
455,@JHoly38,http://www.youtube.com/@JHoly38,2,20,1,5,8
456,@Che3etox,http://www.youtube.com/@Che3etox,2,20,1,5,8
457,@mattractivevideos,http://www.youtube.com/@mattractivevideos,1,10,1,5,8
458,@matti.p_26,http://www.youtube.com/@matti.p_26,1,10,1,5,8
459,@kachunga870,http://www.youtube.com/@kachunga870,1,10,1,5,8
460,@aryaman7907,http://www.youtube.com/@aryaman7907,1,10,1,5,8
461,@DireSway,http://www.youtube.com/@DireSway,2,20,1,5,8
462,@furkankilicaslan03,http://www.youtube.com/@furkankilicaslan03,2,19,1,5,8
463,@georgewells4136,http://www.youtube.com/@georgewells4136,2,19,1,5,8
464,@AaravShukla-v4q,http://www.youtube.com/@AaravShukla-v4q,1,10,1,5,8
465,@moze2324,http://www.youtube.com/@moze2324,1,10,1,5,8
466,@subscribetoartguyfootball12353,http://www.youtube.com/@subscribetoartguyfootball12353,1,10,1,5,8
467,@Haybalez,http://www.youtube.com/@Haybalez,1,10,1,5,8
468,@Jovani-j3k,http://www.youtube.com/@Jovani-j3k,2,19,1,5,8
469,@piratamaia,http://www.youtube.com/@piratamaia,1,10,1,5,8
470,@iZElynd,http://www.youtube.com/@iZElynd,1,9,1,5,8
471,@theonesparrowhawk,http://www.youtube.com/@theonesparrowhawk,2,20,1,5,8
472,@TheFootballingMadman,http://www.youtube.com/@TheFootballingMadman,1,10,1,5,8
473,@andresarnold6555,http://www.youtube.com/@andresarnold6555,2,16,1,5,8
474,@tarushbhatia3263,http://www.youtube.com/@tarushbhatia3263,2,20,1,5,8
475,@BodgeItandLegItStudios,http://www.youtube.com/@BodgeItandLegItStudios,2,19,1,5,8
476,@NathanielCarpenter-g2y,http://www.youtube.com/@NathanielCarpenter-g2y,2,20,0,8,8
477,@danielmag5883,http://www.youtube.com/@danielmag5883,2,20,0,8,8
478,@missleafeatheleafeon2593,http://www.youtube.com/@missleafeatheleafeon2593,4,34,0,8,8
479,@qnakipogonchev1473,http://www.youtube.com/@qnakipogonchev1473,2,20,0,8,8
480,@thegeordieview9215,http://www.youtube.com/@thegeordieview9215,2,20,0,8,8
481,@kalebseiffu6781,http://www.youtube.com/@kalebseiffu6781,2,20,0,8,8
482,@aayankapoor1425,http://www.youtube.com/@aayankapoor1425,2,20,0,8,8
483,@yaboietan_6430,http://www.youtube.com/@yaboietan_6430,2,20,0,8,8
484,@ayodejiogunbameru9096,http://www.youtube.com/@ayodejiogunbameru9096,1,10,2,1,7
485,@dduncan-i3k,http://www.youtube.com/@dduncan-i3k,1,10,2,1,7
486,@ElSapaInca,http://www.youtube.com/@ElSapaInca,1,10,2,1,7
487,@iamleslielimcy,http://www.youtube.com/@iamleslielimcy,1,9,2,1,7
488,@enfuehufneu,http://www.youtube.com/@enfuehufneu,1,10,2,1,7
489,@Prezurala,http://www.youtube.com/@Prezurala,1,10,2,1,7
490,@fironex,http://www.youtube.com/@fironex,1,10,2,1,7
491,@cammcbirnie4644,http://www.youtube.com/@cammcbirnie4644,1,10,2,1,7
492,@pdawg4645,http://www.youtube.com/@pdawg4645,1,10,2,1,7
493,@rahulbenjaminsarkar8999,http://www.youtube.com/@rahulbenjaminsarkar8999,1,10,2,1,7
494,@Journey22405,http://www.youtube.com/@Journey22405,1,10,2,1,7
495,@NicoAngelo-p9q,http://www.youtube.com/@NicoAngelo-p9q,2,20,1,4,7
496,@martinez1197,http://www.youtube.com/@martinez1197,1,10,1,4,7
497,@GhostOfKamurocho33,http://www.youtube.com/@GhostOfKamurocho33,1,10,1,4,7
498,@vader21,http://www.youtube.com/@vader21,1,10,1,4,7
499,@fedechiesaenjoyer,http://www.youtube.com/@fedechiesaenjoyer,2,20,1,4,7
500,@denis_suarezz,http://www.youtube.com/@denis_suarezz,1,10,1,4,7
501,@kubakrupinski9533,http://www.youtube.com/@kubakrupinski9533,1,10,1,4,7
502,@anthonyfernandez1192,http://www.youtube.com/@anthonyfernandez1192,1,8,1,4,7
503,@sherwinvaz677,http://www.youtube.com/@sherwinvaz677,2,19,1,4,7
504,@Maritimer22,http://www.youtube.com/@Maritimer22,2,20,1,4,7
505,@lfaz7,http://www.youtube.com/@lfaz7,1,10,1,4,7
506,@alfredopergreno9543,http://www.youtube.com/@alfredopergreno9543,2,20,1,4,7
507,@IsagiClipsyt,http://www.youtube.com/@IsagiClipsyt,2,19,1,4,7
508,@ronishhumagain8559,http://www.youtube.com/@ronishhumagain8559,1,10,1,4,7
509,@Dabdude7,http://www.youtube.com/@Dabdude7,1,10,1,4,7
510,@ORIGIFC,http://www.youtube.com/@ORIGIFC,1,10,1,4,7
511,@Kreigsmun,http://www.youtube.com/@Kreigsmun,1,10,1,4,7
512,@vlaha420,http://www.youtube.com/@vlaha420,1,10,1,4,7
513,@chaitanyabahl3623,http://www.youtube.com/@chaitanyabahl3623,1,10,1,4,7
514,@theirishguys-coxmall,http://www.youtube.com/@theirishguys-coxmall,1,10,1,4,7
515,@chiragkhatiwada6922,http://www.youtube.com/@chiragkhatiwada6922,1,10,1,4,7
516,@maxkerrigan9123,http://www.youtube.com/@maxkerrigan9123,1,10,1,4,7
517,@QuietFox82,http://www.youtube.com/@QuietFox82,1,10,1,4,7
518,@jakelong2893,http://www.youtube.com/@jakelong2893,1,10,1,4,7
519,@aaronparker111,http://www.youtube.com/@aaronparker111,1,10,1,4,7
520,@sh81000,http://www.youtube.com/@sh81000,2,19,0,7,7
521,@adrianpietrzak4209,http://www.youtube.com/@adrianpietrzak4209,2,19,0,7,7
522,@Europe775,http://www.youtube.com/@Europe775,2,19,0,7,7
523,@snusmuncher1,http://www.youtube.com/@snusmuncher1,2,20,0,7,7
524,@CharlesColeman-k2f,http://www.youtube.com/@CharlesColeman-k2f,2,20,0,7,7
525,@dressrosaRMCF,http://www.youtube.com/@dressrosaRMCF,2,19,0,7,7
526,@marcostenorio496,http://www.youtube.com/@marcostenorio496,1,10,0,7,7
527,@somebloodybrit8067,http://www.youtube.com/@somebloodybrit8067,2,11,1,3,6
528,@fcarbaradle,http://www.youtube.com/@fcarbaradle,1,10,1,3,6
529,@Monpetit883,http://www.youtube.com/@Monpetit883,1,10,1,3,6
530,@chenny0707,http://www.youtube.com/@chenny0707,1,10,1,3,6
531,@connorcox6482,http://www.youtube.com/@connorcox6482,1,10,1,3,6
532,@RyanMK666,http://www.youtube.com/@RyanMK666,2,20,1,3,6
533,@cainward2616,http://www.youtube.com/@cainward2616,1,10,1,3,6
534,@gentianluci4113,http://www.youtube.com/@gentianluci4113,1,10,1,3,6
535,@borisllav,http://www.youtube.com/@borisllav,1,10,1,3,6
536,@johndoheny4807,http://www.youtube.com/@johndoheny4807,1,10,1,3,6
537,@terridonnelly,http://www.youtube.com/@terridonnelly,1,10,1,3,6
538,@mattlb1412,http://www.youtube.com/@mattlb1412,1,10,1,3,6
539,@xavierharrison4601,http://www.youtube.com/@xavierharrison4601,1,10,1,3,6
540,@thesaltylemon2407,http://www.youtube.com/@thesaltylemon2407,1,10,1,3,6
541,@keithmurray2001,http://www.youtube.com/@keithmurray2001,1,10,1,3,6
542,@x_8643,http://www.youtube.com/@x_8643,1,10,1,3,6
543,@achidupite3616,http://www.youtube.com/@achidupite3616,1,10,1,3,6
544,@muratyldrm6879,http://www.youtube.com/@muratyldrm6879,1,10,1,3,6
545,@emillyder4387,http://www.youtube.com/@emillyder4387,1,10,1,3,6
546,@amalmathew6278,http://www.youtube.com/@amalmathew6278,1,10,1,3,6
547,@kaushiksubramanian605,http://www.youtube.com/@kaushiksubramanian605,1,9,1,3,6
548,@TEddie9251,http://www.youtube.com/@TEddie9251,1,9,1,3,6
549,@NkonghoepeyJoypraise,http://www.youtube.com/@NkonghoepeyJoypraise,1,10,1,3,6
550,@MaxStock-q3t,http://www.youtube.com/@MaxStock-q3t,1,9,1,3,6
551,@Edi67-q5r,http://www.youtube.com/@Edi67-q5r,1,10,1,3,6
552,@RumahAliff,http://www.youtube.com/@RumahAliff,2,19,1,3,6
553,@robstar20011,http://www.youtube.com/@robstar20011,1,10,1,3,6
554,@Nicky_Wicky,http://www.youtube.com/@Nicky_Wicky,1,10,1,3,6
555,@KondwaKaira,http://www.youtube.com/@KondwaKaira,1,9,1,3,6
556,@EggCouncilCreeper,http://www.youtube.com/@EggCouncilCreeper,2,19,1,3,6
557,@ianbazuin2714,http://www.youtube.com/@ianbazuin2714,2,12,1,3,6
558,@vwanimations4986,http://www.youtube.com/@vwanimations4986,1,10,1,3,6
559,@Surge52000,http://www.youtube.com/@Surge52000,1,8,1,3,6
560,@jackknowler6651,http://www.youtube.com/@jackknowler6651,1,9,1,3,6
561,@thetechguide4844,http://www.youtube.com/@thetechguide4844,1,10,1,3,6
562,@EllisMurray7,http://www.youtube.com/@EllisMurray7,1,10,1,3,6
563,@strikeyz,http://www.youtube.com/@strikeyz,2,19,1,3,6
564,@bingoper48_44,http://www.youtube.com/@bingoper48_44,2,19,1,3,6
565,@1884suleman,http://www.youtube.com/@1884suleman,1,10,1,3,6
566,@al-aminoladiipo1044,http://www.youtube.com/@al-aminoladiipo1044,1,10,1,3,6
567,@sophiacoates-jones450,http://www.youtube.com/@sophiacoates-jones450,1,10,1,3,6
568,@ZeezOfAfrica,http://www.youtube.com/@ZeezOfAfrica,1,10,1,3,6
569,@pranavitapu9912,http://www.youtube.com/@pranavitapu9912,1,10,1,3,6
570,@HJO-137,http://www.youtube.com/@HJO-137,1,10,1,3,6
571,@jake_lol180,http://www.youtube.com/@jake_lol180,1,10,1,3,6
572,@eholden_06,http://www.youtube.com/@eholden_06,1,10,1,3,6
573,@Lenovoyo1030,http://www.youtube.com/@Lenovoyo1030,1,10,1,3,6
574,@mustyremsy3556,http://www.youtube.com/@mustyremsy3556,1,10,1,3,6
575,@sanjaykrishnan9404,http://www.youtube.com/@sanjaykrishnan9404,1,10,1,3,6
576,@Shuvi279Error,http://www.youtube.com/@Shuvi279Error,1,10,1,3,6
577,@Blazed666,http://www.youtube.com/@Blazed666,1,10,1,3,6
578,@saulmartinez6706,http://www.youtube.com/@saulmartinez6706,1,10,1,3,6
579,@butterlord3317,http://www.youtube.com/@butterlord3317,1,10,1,3,6
580,@apezza402,http://www.youtube.com/@apezza402,1,10,1,3,6
581,@codie4925,http://www.youtube.com/@codie4925,1,10,1,3,6
582,@adoeseverything9834,http://www.youtube.com/@adoeseverything9834,1,10,1,3,6
583,@grgech,http://www.youtube.com/@grgech,1,10,1,3,6
584,@jhiyu,http://www.youtube.com/@jhiyu,1,10,1,3,6
585,@txelmun,http://www.youtube.com/@txelmun,1,10,1,3,6
586,@TheSkinnerBrothers1,http://www.youtube.com/@TheSkinnerBrothers1,1,10,1,3,6
587,@aakashezhilan4520,http://www.youtube.com/@aakashezhilan4520,1,10,1,3,6
588,@Themosquito_,http://www.youtube.com/@Themosquito_,1,10,1,3,6
589,@Barrysays9230,http://www.youtube.com/@Barrysays9230,1,10,0,6,6
590,@jacobrichards5620,http://www.youtube.com/@jacobrichards5620,2,18,0,6,6
591,@JoeSmith-ef2zh,http://www.youtube.com/@JoeSmith-ef2zh,2,20,0,6,6
592,@Smidgebomb,http://www.youtube.com/@Smidgebomb,1,9,0,6,6
593,@younesabd5839,http://www.youtube.com/@younesabd5839,1,10,0,6,6
594,@Joe_6597,http://www.youtube.com/@Joe_6597,1,10,0,6,6
595,@raghavplayz874,http://www.youtube.com/@raghavplayz874,1,10,0,6,6
596,@kevinwalters3767,http://www.youtube.com/@kevinwalters3767,2,18,0,6,6
597,@SmokeAsh0604,http://www.youtube.com/@SmokeAsh0604,1,10,0,6,6
598,@Nathan._.0403,http://www.youtube.com/@Nathan._.0403,2,20,0,6,6
599,@jimmyhurt,http://www.youtube.com/@jimmyhurt,2,20,0,6,6
600,@majahki,http://www.youtube.com/@majahki,2,20,0,6,6
601,@ethanedwards1037,http://www.youtube.com/@ethanedwards1037,2,20,0,6,6
602,@lavishjain4145,http://www.youtube.com/@lavishjain4145,2,20,0,6,6
603,@DylanKenendy,http://www.youtube.com/@DylanKenendy,1,10,0,6,6
604,@ConceptTheory-t3v,http://www.youtube.com/@ConceptTheory-t3v,1,10,0,6,6
605,@footyanimator,http://www.youtube.com/@footyanimator,2,20,0,6,6
606,@shamaiperez-u7f,http://www.youtube.com/@shamaiperez-u7f,1,10,0,6,6
607,@Mr_Desk,http://www.youtube.com/@Mr_Desk,1,10,0,6,6
608,@footballfan3757,http://www.youtube.com/@footballfan3757,1,10,1,2,5
609,@paulhardy8710,http://www.youtube.com/@paulhardy8710,2,20,1,2,5
610,@willifervascheesy3170,http://www.youtube.com/@willifervascheesy3170,1,9,1,2,5
611,@parcspector,http://www.youtube.com/@parcspector,1,10,1,2,5
612,@LordEverythingtrains,http://www.youtube.com/@LordEverythingtrains,1,10,1,2,5
613,@TheLikingTrash3991,http://www.youtube.com/@TheLikingTrash3991,1,10,1,2,5
614,@purplevendingmachine1762,http://www.youtube.com/@purplevendingmachine1762,1,10,1,2,5
615,@SinisterSkibidi,http://www.youtube.com/@SinisterSkibidi,1,10,1,2,5
616,@declangill5138,http://www.youtube.com/@declangill5138,1,10,1,2,5
617,@vT.420,http://www.youtube.com/@vT.420,1,10,1,2,5
618,@maticgorse3009,http://www.youtube.com/@maticgorse3009,1,10,1,2,5
619,@Plague-wj9us,http://www.youtube.com/@Plague-wj9us,1,10,1,2,5
620,@KamranHussain-m4c,http://www.youtube.com/@KamranHussain-m4c,1,8,1,2,5
621,@JayTeeDE,http://www.youtube.com/@JayTeeDE,1,9,1,2,5
622,@Cam-1702,http://www.youtube.com/@Cam-1702,1,9,1,2,5
623,@JAALLEY,http://www.youtube.com/@JAALLEY,1,9,1,2,5
624,@Sinthmodel,http://www.youtube.com/@Sinthmodel,1,10,1,2,5
625,@ConorSM15,http://www.youtube.com/@ConorSM15,1,10,1,2,5
626,@scuffedgang1212,http://www.youtube.com/@scuffedgang1212,1,10,1,2,5
627,@luzangokowa1111,http://www.youtube.com/@luzangokowa1111,2,19,1,2,5
628,@aliabdullah8508,http://www.youtube.com/@aliabdullah8508,1,10,1,2,5
629,@isaacmuthu4377,http://www.youtube.com/@isaacmuthu4377,1,10,1,2,5
630,@nabilarufai6017,http://www.youtube.com/@nabilarufai6017,1,10,1,2,5
631,@Kushlalwani22,http://www.youtube.com/@Kushlalwani22,1,10,1,2,5
632,@sagunsigdel5353,http://www.youtube.com/@sagunsigdel5353,1,10,1,2,5
633,@suhelsiddiqui475,http://www.youtube.com/@suhelsiddiqui475,1,10,1,2,5
634,@stativelion427,http://www.youtube.com/@stativelion427,1,10,1,2,5
635,@gunashekarankumaravel4700,http://www.youtube.com/@gunashekarankumaravel4700,1,10,1,2,5
636,@MakuBage-f3g,http://www.youtube.com/@MakuBage-f3g,1,10,1,2,5
637,@lnterestingInternet,http://www.youtube.com/@lnterestingInternet,1,10,1,2,5
638,@IRS17,http://www.youtube.com/@IRS17,1,10,1,2,5
639,@CyrilMcWell,http://www.youtube.com/@CyrilMcWell,1,10,1,2,5
640,@aakarshnarula6811,http://www.youtube.com/@aakarshnarula6811,1,10,1,2,5
641,@brian.n7998,http://www.youtube.com/@brian.n7998,1,10,1,2,5
642,@cinderluna,http://www.youtube.com/@cinderluna,1,9,1,2,5
643,@hamzahilami1458,http://www.youtube.com/@hamzahilami1458,1,10,1,2,5
644,@colossalbrawl,http://www.youtube.com/@colossalbrawl,1,10,1,2,5
645,@benwest3929,http://www.youtube.com/@benwest3929,1,10,1,2,5
646,@pac-mansuit4246,http://www.youtube.com/@pac-mansuit4246,2,19,0,5,5
647,@MohamedYassineBahri-x1b,http://www.youtube.com/@MohamedYassineBahri-x1b,1,10,0,5,5
648,@paimxd,http://www.youtube.com/@paimxd,1,10,0,5,5
649,@VitorBredow1107,http://www.youtube.com/@VitorBredow1107,1,10,0,5,5
650,@salmantash3943,http://www.youtube.com/@salmantash3943,1,9,0,5,5
651,@miserableenclosure,http://www.youtube.com/@miserableenclosure,2,20,0,5,5
652,@timalechkevitch4566,http://www.youtube.com/@timalechkevitch4566,1,10,0,5,5
653,@tirelesscolt4148,http://www.youtube.com/@tirelesscolt4148,1,10,0,5,5
654,@ColeMcCluskey-w4f,http://www.youtube.com/@ColeMcCluskey-w4f,1,9,0,5,5
655,@Hyberst,http://www.youtube.com/@Hyberst,1,10,0,5,5
656,@davidkelleghan7615,http://www.youtube.com/@davidkelleghan7615,1,10,0,5,5
657,@renecasstro,http://www.youtube.com/@renecasstro,1,8,0,5,5
658,@jamestaylormufc,http://www.youtube.com/@jamestaylormufc,2,18,0,5,5
659,@adambrekibirgisson1670,http://www.youtube.com/@adambrekibirgisson1670,1,10,0,5,5
660,@cwbfclegends7048,http://www.youtube.com/@cwbfclegends7048,1,10,0,5,5
661,@mrktobi1163,http://www.youtube.com/@mrktobi1163,1,10,0,5,5
662,@AyushSharma-qy2si,http://www.youtube.com/@AyushSharma-qy2si,2,19,0,5,5
663,@Vicksk7iGoli,http://www.youtube.com/@Vicksk7iGoli,1,9,0,5,5
664,@r4romil,http://www.youtube.com/@r4romil,1,10,0,5,5
665,@Krypt-r9m,http://www.youtube.com/@Krypt-r9m,1,10,0,5,5
666,@FeyselFaya-u3r,http://www.youtube.com/@FeyselFaya-u3r,1,10,0,5,5
667,@patmaige6642,http://www.youtube.com/@patmaige6642,1,9,0,5,5
668,@sashoborisov3607,http://www.youtube.com/@sashoborisov3607,1,10,0,5,5
669,@thenorthernghanaexperienc,http://www.youtube.com/@thenorthernghanaexperienc,1,10,0,5,5
670,@tantex1747,http://www.youtube.com/@tantex1747,1,10,0,5,5
671,@hulk7402,http://www.youtube.com/@hulk7402,1,10,0,5,5
672,@ElizabethPopplewell6234,http://www.youtube.com/@ElizabethPopplewell6234,1,10,0,5,5
673,@abdallahalkabany5075,http://www.youtube.com/@abdallahalkabany5075,1,10,1,1,4
674,@aarav_theausspur,http://www.youtube.com/@aarav_theausspur,1,9,1,1,4
675,@nathansreptiles4560,http://www.youtube.com/@nathansreptiles4560,1,8,1,1,4
676,@kingofthecourt3352,http://www.youtube.com/@kingofthecourt3352,1,9,1,1,4
677,@Kaiboi111,http://www.youtube.com/@Kaiboi111,1,10,1,1,4
678,@ExoticalOfficial,http://www.youtube.com/@ExoticalOfficial,1,10,1,1,4
679,@stevecorcoran1674,http://www.youtube.com/@stevecorcoran1674,1,8,1,1,4
680,@leomemesxd8017,http://www.youtube.com/@leomemesxd8017,1,10,1,1,4
681,@youngoriginal03,http://www.youtube.com/@youngoriginal03,1,10,1,1,4
682,@inzablia5520,http://www.youtube.com/@inzablia5520,1,10,1,1,4
683,@giardy8053,http://www.youtube.com/@giardy8053,1,10,1,1,4
684,@cajokilibarda6537,http://www.youtube.com/@cajokilibarda6537,1,10,1,1,4
685,@The-1872,http://www.youtube.com/@The-1872,1,10,1,1,4
686,@FearProfe,http://www.youtube.com/@FearProfe,1,3,1,1,4
687,@isaiahcys16,http://www.youtube.com/@isaiahcys16,1,9,1,1,4
688,@valentinkolev1,http://www.youtube.com/@valentinkolev1,1,10,1,1,4
689,@privateRo,http://www.youtube.com/@privateRo,1,10,1,1,4
690,@manguy3135,http://www.youtube.com/@manguy3135,1,10,1,1,4
691,@mogus581,http://www.youtube.com/@mogus581,1,10,1,1,4
692,@FrontrunnerMotorsport,http://www.youtube.com/@FrontrunnerMotorsport,1,10,1,1,4
693,@twntodaywithniall7702,http://www.youtube.com/@twntodaywithniall7702,1,9,0,4,4
694,@manny0222,http://www.youtube.com/@manny0222,1,8,0,4,4
695,@qulolie8408,http://www.youtube.com/@qulolie8408,1,10,0,4,4
696,@Nissemannen4,http://www.youtube.com/@Nissemannen4,1,10,0,4,4
697,@GiuseppeClarke,http://www.youtube.com/@GiuseppeClarke,1,10,0,4,4
698,@SunnyMC47,http://www.youtube.com/@SunnyMC47,1,10,0,4,4
699,@Gasperthewise,http://www.youtube.com/@Gasperthewise,1,10,0,4,4
700,@gauzy4378,http://www.youtube.com/@gauzy4378,1,10,0,4,4
701,@addisonfung5009,http://www.youtube.com/@addisonfung5009,1,8,0,4,4
702,@zactheskyblue,http://www.youtube.com/@zactheskyblue,1,10,0,4,4
703,@GoldTails_YT,http://www.youtube.com/@GoldTails_YT,1,10,0,4,4
704,@sriharivenkataramanan,http://www.youtube.com/@sriharivenkataramanan,1,10,0,4,4
705,@LeighWheldon-o4x,http://www.youtube.com/@LeighWheldon-o4x,1,10,0,4,4
706,@PeadarDunlop,http://www.youtube.com/@PeadarDunlop,1,10,0,4,4
707,@mrunique5,http://www.youtube.com/@mrunique5,1,10,0,4,4
708,@Webster_hub,http://www.youtube.com/@Webster_hub,1,10,0,4,4
709,@joet2505,http://www.youtube.com/@joet2505,1,10,0,4,4
710,@BricksbyBrendan,http://www.youtube.com/@BricksbyBrendan,1,10,0,4,4
711,@johnnygatorkinshasa7488,http://www.youtube.com/@johnnygatorkinshasa7488,1,10,0,4,4
712,@TongaFanRebuilderWSC,http://www.youtube.com/@TongaFanRebuilderWSC,1,10,0,4,4
713,@LeggyJ,http://www.youtube.com/@LeggyJ,1,10,0,4,4
714,@myname1552,http://www.youtube.com/@myname1552,1,9,0,4,4
715,@aarnavv6677,http://www.youtube.com/@aarnavv6677,1,10,0,4,4
716,@sheilachitwamali6738,http://www.youtube.com/@sheilachitwamali6738,1,9,0,4,4
717,@iemmanuel10,http://www.youtube.com/@iemmanuel10,1,9,0,4,4
718,@zaferiqbalshaikh9544,http://www.youtube.com/@zaferiqbalshaikh9544,1,10,0,4,4
719,@YouTubePremium-ce4qu,http://www.youtube.com/@YouTubePremium-ce4qu,1,10,0,4,4
720,@MattMuldoon2132,http://www.youtube.com/@MattMuldoon2132,1,8,0,4,4
721,@skridead7525,http://www.youtube.com/@skridead7525,1,9,0,4,4
722,@BerkeGunal,http://www.youtube.com/@BerkeGunal,1,10,0,4,4
723,@jairot4462,http://www.youtube.com/@jairot4462,1,10,0,4,4
724,@wormy67,http://www.youtube.com/@wormy67,1,10,0,4,4
725,@Vanmanyo,http://www.youtube.com/@Vanmanyo,1,10,0,4,4
726,@rdjerry2410,http://www.youtube.com/@rdjerry2410,1,10,0,4,4
727,@sweatycheerioman64,http://www.youtube.com/@sweatycheerioman64,1,10,0,4,4
728,@LuisValex,http://www.youtube.com/@LuisValex,1,10,0,4,4
729,@AbdulHannan-pw7vn,http://www.youtube.com/@AbdulHannan-pw7vn,1,10,0,4,4
730,@md.rashedulhasansafa4750,http://www.youtube.com/@md.rashedulhasansafa4750,1,10,0,4,4
731,@markg94,http://www.youtube.com/@markg94,1,10,0,4,4
732,@NoahAldis,http://www.youtube.com/@NoahAldis,1,10,0,4,4
733,@oliverHawkridge-ke3xx,http://www.youtube.com/@oliverHawkridge-ke3xx,1,10,0,4,4
734,@account6981,http://www.youtube.com/@account6981,1,10,0,4,4
735,@williamleadbeater8110,http://www.youtube.com/@williamleadbeater8110,1,10,0,4,4
736,@mancmarcos,http://www.youtube.com/@mancmarcos,1,10,0,4,4
737,@Ruralsloth1,http://www.youtube.com/@Ruralsloth1,1,10,0,4,4
738,@blackbirdieyt,http://www.youtube.com/@blackbirdieyt,1,10,0,4,4
739,@SquirrelSeb84,http://www.youtube.com/@SquirrelSeb84,1,9,0,3,3
740,@petebeno08,http://www.youtube.com/@petebeno08,1,9,0,3,3
741,@eduardolalo9069,http://www.youtube.com/@eduardolalo9069,1,10,0,3,3
742,@christianeordonez296,http://www.youtube.com/@christianeordonez296,1,9,0,3,3
743,@TylerNidds,http://www.youtube.com/@TylerNidds,1,10,0,3,3
744,@Mvpo444,http://www.youtube.com/@Mvpo444,2,14,0,3,3
745,@MeloGelo97,http://www.youtube.com/@MeloGelo97,1,9,0,3,3
746,@maxsekai,http://www.youtube.com/@maxsekai,1,9,0,3,3
747,@Sroba23,http://www.youtube.com/@Sroba23,1,10,0,3,3
748,@RealJakeArnel,http://www.youtube.com/@RealJakeArnel,1,10,0,3,3
749,@TheVillainousVillan,http://www.youtube.com/@TheVillainousVillan,1,10,0,3,3
750,@luxoliss,http://www.youtube.com/@luxoliss,1,10,0,3,3
751,@jamiestone2480,http://www.youtube.com/@jamiestone2480,1,10,0,3,3
752,@housecats2748,http://www.youtube.com/@housecats2748,1,10,0,3,3
753,@smyttan9714,http://www.youtube.com/@smyttan9714,1,10,0,3,3
754,@chisomonwusika5942,http://www.youtube.com/@chisomonwusika5942,1,10,0,3,3
755,@Hello-i1o2n,http://www.youtube.com/@Hello-i1o2n,1,9,0,3,3
756,@victorNephalem,http://www.youtube.com/@victorNephalem,1,10,0,3,3
757,@hothead5395,http://www.youtube.com/@hothead5395,1,9,0,3,3
758,@RiskRRR_123,http://www.youtube.com/@RiskRRR_123,1,7,0,3,3
759,@Randomguyyay,http://www.youtube.com/@Randomguyyay,1,10,0,3,3
760,@lukehaywood1595,http://www.youtube.com/@lukehaywood1595,1,10,0,3,3
761,@Blaze_24_1,http://www.youtube.com/@Blaze_24_1,1,9,0,3,3
